timestamp,arbitration_id,data_field,attack
1672531200.496439,282,FEE300FEFE002403,0
1672531200.499958,152,81E4000000000080,0
1672531200.5063019,156,0080000000000014,0
1672531200.506357,3D1,FF1F0000FD000000,0
1672531200.519882,152,89F4000000000080,0
1672531200.5261009,156,0080000000000014,0
1672531200.540121,152,8904000000000080,0
1672531200.540166,376,FA,0
1672531200.5463219,156,0080000000000014,0
1672531200.546367,282,FEF300FEFE002403,0
1672531200.560105,152,8114000000000080,0
1672531200.5663,156,0080000000000014,0
1672531200.579901,152,8124000000000080,0
1672531200.586361,156,0080000000000014,0
1672531200.589726,376,FA,0
1672531200.596553,282,FE0300FEFE002403,0
1672531200.600069,152,8934000000000080,0
1672531200.606085,156,0080000000000014,0
1672531200.606364,3D1,FF1F0000FD000000,0
1672531200.61986,152,8144000000000080,0
1672531200.626098,156,0080000000000014,0
1672531200.629888,374,4608008000000000,0
1672531200.639915,152,8954000000000080,0
1672531200.639959,376,FA,0
1672531200.646075,156,0080000000000014,0
1672531200.646364,282,FE1300FEFE002403,0
1672531200.646525,6D0,0000000000000000,0
1672531200.660094,152,8964000000000080,0
1672531200.666135,156,0080000000000014,0
1672531200.679862,152,8174000000000080,0
1672531200.686607,156,0080000000000014,0
1672531200.68974,376,FA,0
1672531200.696549,282,FE2300FEFE002403,0
1672531200.7001,152,8184000000000080,0
1672531200.706133,156,0080000000000014,0
1672531200.706266,3D1,FF1F0000FD000000,0
1672531200.719956,152,8994000000000080,0
1672531200.726134,156,0080000000000014,0
1672531200.739876,152,89A4000000000080,0
1672531200.739892,376,FA,0
1672531200.74016,660,FFFF1DF500000B6B,0
1672531200.746037,156,0080000000000014,0
1672531200.746315,282,FE3300FEFE002403,0
1672531200.759795,152,81B4000000000080,0
1672531200.766092,156,0080000000000014,0
1672531200.780071,152,89C4000000000080,0
1672531200.780116,154,000000000000C0,0
1672531200.786447,156,0080000000000014,0
1672531200.789754,376,FA,0
1672531200.796645,282,FE4300FEFE002403,0
1672531200.799775,152,81D4000000000080,0
1672531200.806139,156,0080000000000014,0
1672531200.806257,3D1,FF1F0000FD000000,0
1672531200.8199,152,81E4000000000080,0
1672531200.826142,156,0080000000000014,0
1672531200.839825,152,89F4000000000080,0
1672531200.839869,376,FA,0
1672531200.846163,156,0080000000000014,0
1672531200.846276,282,FE5300FEFE002403,0
1672531200.846626,6D0,0000000000000000,0
1672531200.859851,152,8904000000000080,0
1672531200.8661659,156,0080000000000014,0
1672531200.8798199,152,8114000000000080,0
1672531200.886612,156,0080000000000014,0
1672531200.889715,376,FA,0
1672531200.896414,282,FE6300FEFE002403,0
1672531200.900039,152,8124000000000080,0
1672531200.906202,156,0080000000000014,0
1672531200.906284,3D1,FF1F0000FD000000,0
1672531200.920033,152,8934000000000080,0
1672531200.926128,156,0080000000000014,0
1672531200.940052,152,8144000000000080,0
1672531200.940096,376,FA,0
1672531200.9463289,156,0080000000000014,0
1672531200.946374,282,FE7300FEFE002403,0
1672531200.959848,152,8954000000000080,0
1672531200.966417,156,0080000000000014,0
1672531200.980056,152,8964000000000080,0
1672531200.986503,156,0080000000000014,0
1672531200.989651,376,FA,0
1672531200.996639,282,FE8300FEFE002403,0
1672531200.9998329,152,8174000000000080,0
1672531201.006207,156,0080000000000014,0
1672531201.006284,3D1,FF1F0000FD000000,0
1672531201.019796,152,8184000000000080,0
1672531201.026165,156,0080000000000014,0
1672531201.039974,152,8994000000000080,0
1672531201.040018,376,FA,0
1672531201.046205,156,0080000000000014,0
1672531201.046315,282,FE9300FEFE002403,0
1672531201.046643,6D0,0000000000000000,0
1672531201.060009,152,89A4000000000080,0
1672531201.066453,156,0080000000000014,0
1672531201.069784,375,1000008100000100,0
1672531201.079784,152,81B4000000000080,0
1672531201.086718,156,0080000000000014,0
1672531201.089928,376,FA,0
1672531201.096605,282,FEA300FEFE002403,0
1672531201.100021,152,89C4000000000080,0
1672531201.106191,156,0080000000000014,0
1672531201.10631,3D1,FF1F0000FD000000,0
1672531201.120012,152,81D4000000000080,0
1672531201.1262,156,0080000000000014,0
1672531201.139786,152,81E4000000000080,0
1672531201.139831,376,FA,0
1672531201.146193,156,0080000000000014,0
1672531201.146319,282,FEB300FEFE002403,0
1672531201.160007,152,89F4000000000080,0
1672531201.166442,156,0080000000000014,0
1672531201.179992,152,8904000000000080,0
1672531201.186716,156,0080000000000014,0
1672531201.189704,376,FA,0
1672531201.196487,282,FEC300FEFE002403,0
1672531201.199815,152,8114000000000080,0
1672531201.206253,156,0080000000000014,0
1672531201.206341,3D1,FF1F0000FD000000,0
1672531201.219748,152,8124000000000080,0
1672531201.226468,156,0080000000000014,0
1672531201.239754,152,8934000000000080,0
1672531201.239798,376,FA,0
1672531201.240066,660,FFFF1DF500000B70,0
1672531201.246232,156,0080000000000014,0
1672531201.246342,282,FED300FEFE002403,0
1672531201.246696,6D0,0000000000000000,0
1672531201.259972,152,8144000000000080,0
1672531201.266231,156,0080000000000014,0
1672531201.279994,152,8954000000000080,0
1672531201.286683,156,0080000000000014,0
1672531201.289706,376,FA,0
1672531201.296355,282,FEE300FEFE002403,0
1672531201.299637,152,8964000000000080,0
1672531201.304803,6CF,000D000000000000,0
1672531201.30617,156,0080000000000014,0
1672531201.306529,3D1,FF1F0000FD000000,0
1672531201.319901,152,8174000000000080,0
1672531201.32615,156,0080000000000014,0
1672531201.339922,152,8184000000000080,0
1672531201.339937,376,FA,0
1672531201.346443,156,0080000000000014,0
1672531201.346459,282,FEF300FEFE002403,0
1672531201.349638,378,C000000000000000,0
1672531201.359698,152,8994000000000080,0
1672531201.366463,156,0080000000000014,0
1672531201.379942,152,89A4000000000080,0
1672531201.386555,156,0080000000000014,0
1672531201.389559,376,FA,0
1672531201.396632,282,FE0300FEFE002403,0
1672531201.399692,152,81B4000000000080,0
1672531201.406268,156,0080000000000014,0
1672531201.406383,3D1,FF1F0000FD000000,0
1672531201.416465,6D1,CCFB080000000000,0
1672531201.419656,152,89C4000000000080,0
1672531201.426265,156,0080000000000014,0
1672531201.439978,152,81D4000000000080,0
1672531201.440024,376,FA,0
1672531201.446278,156,0080000000000014,0
1672531201.446385,282,FE1300FEFE002403,0
1672531201.446804,6D0,0000000000000000,0
1672531201.459932,152,81E4000000000080,0
1672531201.46649,156,0080000000000014,0
1672531201.479964,152,89F4000000000080,0
1672531201.486532,156,0080000000000014,0
1672531201.489654,376,FA,0
1672531201.496482,282,FE2300FEFE002403,0
1672531201.499951,152,8904000000000080,0
1672531201.506341,156,0080000000000014,0
1672531201.506413,3D1,FF1F0000FD000000,0
1672531201.519712,152,8114000000000080,0
1672531201.5265179,156,0080000000000014,0
1672531201.539959,152,8124000000000080,0
1672531201.540004,376,FA,0
1672531201.546299,156,0080000000000014,0
1672531201.546388,282,FE3300FEFE002403,0
1672531201.559926,152,8934000000000080,0
1672531201.566498,156,0080000000000014,0
1672531201.579678,152,8144000000000080,0
1672531201.586638,156,0080000000000014,0
1672531201.589716,376,FA,0
1672531201.596708,282,FE4300FEFE002403,0
1672531201.599695,152,8954000000000080,0
1672531201.606278,156,0080000000000014,0
1672531201.606421,3D1,FF1F0000FD000000,0
1672531201.619921,152,8964000000000080,0
1672531201.626278,156,0080000000000014,0
1672531201.629926,374,4608008000000000,0
1672531201.639679,152,8174000000000080,0
1672531201.639729,376,FA,0
1672531201.646547,156,0080000000000014,0
1672531201.646593,282,FE5300FEFE002403,0
1672531201.646668,6D0,0000000000000000,0
1672531201.659911,152,8184000000000080,0
1672531201.666205,156,0080000000000014,0
1672531201.679837,152,8994000000000080,0
1672531201.686737,156,0080000000000014,0
1672531201.6896489,376,FA,0
1672531201.696503,282,FE6300FEFE002403,0
1672531201.699563,152,89A4000000000080,0
1672531201.706194,156,0080000000000014,0
1672531201.706466,3D1,FF1F0000FD000000,0
1672531201.7198799,152,81B4000000000080,0
1672531201.72646,156,0080000000000014,0
1672531201.739854,152,89C4000000000080,0
1672531201.739888,376,FA,0
1672531201.739892,660,FFFF1DF500000B75,0
1672531201.746566,156,0080000000000014,0
1672531201.7466,282,FE7300FEFE002403,0
1672531201.759891,152,81D4000000000080,0
1672531201.766306,156,0080000000000014,0
1672531201.779693,152,81E4000000000080,0
1672531201.77976,154,000000000000C0,0
1672531201.786645,156,0080000000000014,0
1672531201.789696,376,FA,0
1672531201.796529,282,FE8300FEFE002403,0
1672531201.799589,152,89F4000000000080,0
1672531201.806559,156,0080000000000014,0
1672531201.8066049,3D1,FF1F0000FD000000,0
1672531201.819661,152,8904000000000080,0
1672531201.826329,156,0080000000000014,0
1672531201.839887,152,8114000000000080,0
1672531201.839931,376,FA,0
1672531201.846346,156,0080000000000014,0
1672531201.846473,282,FE9300FEFE002403,0
1672531201.846801,6D0,0000000000000000,0
1672531201.8596299,152,8124000000000080,0
1672531201.866374,156,0080000000000014,0
1672531201.87952,152,8934000000000080,0
1672531201.886578,156,0080000000000014,0
1672531201.889532,376,FA,0
1672531201.896808,282,FEA300FEFE002403,0
1672531201.899854,152,8144000000000080,0
1672531201.9063349,156,0080000000000014,0
1672531201.906466,3D1,FF1F0000FD000000,0
1672531201.919568,152,8954000000000080,0
1672531201.926626,156,0080000000000014,0
1672531201.939781,152,8964000000000080,0
1672531201.939826,376,FA,0
1672531201.946635,156,0080000000000014,0
1672531201.94668,282,FEB300FEFE002403,0
1672531201.959859,152,8174000000000080,0
1672531201.966655,156,0080000000000014,0
1672531201.979614,152,8184000000000080,0
1672531201.986654,156,0080000000000014,0
1672531201.989695,376,FA,0
1672531201.996793,282,FEC300FEFE002403,0
1672531201.9998639,152,8994000000000080,0
1672531202.006469,156,0080000000000014,0
1672531202.006514,3D1,FF1F0000FD000000,0
1672531202.019623,152,89A4000000000080,0
1672531202.026629,156,0080000000000014,0
1672531202.039855,152,88B4000000000080,0
1672531202.0399,376,FA,0
1672531202.046355,156,0080000000000014,0
1672531202.04654,282,FED300FEFE002403,0
1672531202.046825,6D0,0000000000000000,0
1672531202.059841,152,80C4000000000080,0
1672531202.066488,156,0080000000000014,0
1672531202.069585,375,1000008100000100,0
1672531202.079598,152,88D4000000000080,0
1672531202.08693,156,0080000000000014,0
1672531202.089707,376,FA,0
1672531202.09678,282,FEE300FEFE002403,0
1672531202.099657,152,88E4000000000080,0
1672531202.106409,156,0080000000000014,0
1672531202.106484,3D1,FF1F0000FD000000,0
1672531202.119829,152,80F4000000000080,0
1672531202.126442,156,0080000000000014,0
1672531202.139581,152,8004000000000080,0
1672531202.139627,376,FA,0
1672531202.146643,156,0080000000000014,0
1672531202.146686,282,FEF300FEFE002403,0
1672531202.159811,152,8814000000000080,0
1672531202.1664119,156,0080000000000014,0
1672531202.179778,152,8824000000000080,0
1672531202.186784,156,0080000000000014,0
1672531202.189723,376,FA,0
1672531202.196619,282,FE0300FEFE002403,0
1672531202.1995199,152,8034000000000080,0
1672531202.206659,156,0080000000000014,0
1672531202.206705,3D1,FF1F0000FD000000,0
1672531202.219805,152,8844000000000080,0
1672531202.2264209,156,0080000000000014,0
1672531202.239773,152,8054000000000080,0
1672531202.239817,376,FA,0
1672531202.239819,660,FFFF1DF500000B7A,0
1672531202.2464259,156,0080000000000014,0
1672531202.246547,282,FE1300FEFE002403,0
1672531202.246913,6D0,0000000000000000,0
1672531202.2595599,152,8064000000000080,0
1672531202.266481,156,0080000000000014,0
1672531202.279785,152,8874000000000080,0
1672531202.286979,156,0080000000000014,0
1672531202.289409,376,FA,0
1672531202.296608,282,FE2300FEFE002403,0
1672531202.2995589,152,8884000000000080,0
1672531202.306456,156,0080000000000014,0
1672531202.30654,3D1,FF1F0000FD000000,0
1672531202.319531,152,8094000000000080,0
1672531202.326394,156,0080000000000014,0
1672531202.339777,152,80A4000000000080,0
1672531202.3398209,376,FA,0
1672531202.346682,156,0080000000000014,0
1672531202.346728,282,FE3300FEFE002403,0
1672531202.349707,378,D000000000000000,0
1672531202.359767,152,88B4000000000080,0
1672531202.366684,156,0080000000000014,0
1672531202.379806,152,80C4000000000080,0
1672531202.386691,156,0080000000000014,0
1672531202.389449,376,FA,0
1672531202.396874,282,FE4300FEFE002403,0
1672531202.399477,152,88D4000000000080,0
1672531202.406501,156,0080000000000014,0
1672531202.406562,3D1,FF1F0000FD000000,0
1672531202.41952,152,88E4000000000080,0
1672531202.426438,156,0080000000000014,0
1672531202.439743,152,80F4000000000080,0
1672531202.4397879,376,FA,0
1672531202.446431,156,0080000000000014,0
1672531202.446609,282,FE5300FEFE002403,0
1672531202.446944,6D0,0000000000000000,0
1672531202.459778,152,8004000000000080,0
1672531202.466673,156,0080000000000014,0
1672531202.479518,152,8814000000000080,0
1672531202.486837,156,0080000000000014,0
1672531202.489709,376,FA,0
1672531202.496701,282,FE6300FEFE002403,0
1672531202.499567,152,8824000000000080,0
1672531202.505151,6CF,000E000000000000,0
1672531202.506414,156,0080000000000014,0
1672531202.506705,3D1,FF1F0000FD000000,0
1672531202.519752,152,8034000000000080,0
1672531202.5266259,156,0080000000000014,0
1672531202.539512,152,8844000000000080,0
1672531202.539566,376,FA,0
1672531202.546716,156,0080000000000014,0
1672531202.546762,282,FE7300FEFE002403,0
1672531202.559749,152,8054000000000080,0
1672531202.566683,156,0080000000000014,0
1672531202.57954,152,8064000000000080,0
1672531202.58687,156,0080000000000014,0
1672531202.589662,376,FA,0
1672531202.596925,282,FE8300FEFE002403,0
1672531202.599443,152,8874000000000080,0
1672531202.606404,156,0080000000000014,0
1672531202.606705,3D1,FF1F0000FD000000,0
1672531202.616716,6D1,CCFB080000000000,0
1672531202.619722,152,8884000000000080,0
1672531202.6264849,156,0080000000000014,0
1672531202.629491,374,4608008000000000,0
1672531202.639732,152,8094000000000080,0
1672531202.639778,376,FA,0
1672531202.646569,156,0080000000000014,0
1672531202.646615,282,FE9300FEFE002403,0
1672531202.646971,6D0,0000000000000000,0
1672531202.65959,152,80A4000000000080,0
1672531202.666421,156,0080000000000014,0
1672531202.679755,152,88B4000000000080,0
1672531202.687054,156,0080000000000014,0
1672531202.6896589,376,FA,0
1672531202.69664,282,FEA300FEFE002403,0
1672531202.699405,152,80C4000000000080,0
1672531202.706456,156,0080000000000014,0
1672531202.706673,3D1,FF1F0000FD000000,0
1672531202.719512,152,88D4000000000080,0
1672531202.726489,156,0080000000000014,0
1672531202.739475,152,88E4000000000080,0
1672531202.73948,376,FA,0
1672531202.739803,660,FFFF1DF500000B7F,0
1672531202.746459,156,0080000000000014,0
1672531202.74672,282,FEB300FEFE002403,0
1672531202.75949,152,80F4000000000080,0
1672531202.7667189,156,0080000000000014,0
1672531202.779701,152,8004000000000080,0
1672531202.779746,154,000000000000C0,0
1672531202.786918,156,0080000000000014,0
1672531202.789368,376,FA,0
1672531202.796932,282,FEC300FEFE002403,0
1672531202.799694,152,8814000000000080,0
1672531202.806726,156,0080000000000014,0
1672531202.806771,3D1,FF1F0000FD000000,0
1672531202.819474,152,8824000000000080,0
1672531202.826748,156,0080000000000014,0
1672531202.83946,152,8034000000000080,0
1672531202.8395069,376,FA,0
1672531202.846512,156,0080000000000014,0
1672531202.846766,282,FED300FEFE002403,0
1672531202.847016,6D0,0000000000000000,0
1672531202.859442,152,8844000000000080,0
1672531202.86671,156,0080000000000014,0
1672531202.87944,152,8054000000000080,0
1672531202.886892,156,0080000000000014,0
1672531202.889313,376,FA,0
1672531202.896696,282,FEE300FEFE002403,0
1672531202.899406,152,8064000000000080,0
1672531202.906781,156,0080000000000014,0
1672531202.906828,3D1,FF1F0000FD000000,0
1672531202.919667,152,8874000000000080,0
1672531202.9267359,156,0080000000000014,0
1672531202.939426,152,8884000000000080,0
1672531202.939472,376,FA,0
1672531202.9465349,156,0080000000000014,0
1672531202.946752,282,FEF300FEFE002403,0
1672531202.959654,152,8094000000000080,0
1672531202.966788,156,0080000000000014,0
1672531202.979446,152,80A4000000000080,0
1672531202.987075,156,0080000000000014,0
1672531202.989548,376,FA,0
1672531202.996972,282,FE0300FEFE002403,0
1672531202.999419,152,88B4000000000080,0
1672531203.006551,156,0080000000000014,0
1672531203.006774,3D1,FF1F0000FD000000,0
1672531203.019412,152,80C4000000000080,0
1672531203.026789,156,0080000000000014,0
1672531203.039451,152,88D4000000000080,0
1672531203.039496,376,FA,0
1672531203.046792,156,0080000000000014,0
1672531203.046836,282,FE1300FEFE002403,0
1672531203.047102,6D0,0000000000000000,0
1672531203.0596619,152,88E4000000000080,0
1672531203.066562,156,0080000000000014,0
1672531203.069372,375,1000008100000100,0
1672531203.0796099,152,80F4000000000080,0
1672531203.087091,156,0080000000000014,0
1672531203.089562,376,FA,0
1672531203.096839,282,FE2300FEFE002403,0
1672531203.099363,152,8004000000000080,0
1672531203.106815,156,0080000000000014,0
1672531203.10686,3D1,FF1F0000FD000000,0
1672531203.119649,152,8814000000000080,0
1672531203.126565,156,0080000000000014,0
1672531203.13964,152,8824000000000080,0
1672531203.139685,376,FA,0
1672531203.146744,156,0080000000000014,0
1672531203.146789,282,FE3300FEFE002403,0
1672531203.159415,152,8034000000000080,0
1672531203.166579,156,0080000000000014,0
1672531203.179654,152,8844000000000080,0
1672531203.186904,156,0080000000000014,0
1672531203.189244,376,FA,0
1672531203.1969929,282,FE4300FEFE002403,0
1672531203.199636,152,8054000000000080,0
1672531203.206804,156,0080000000000014,0
1672531203.206849,3D1,FF1F0000FD000000,0
1672531203.219411,152,8064000000000080,0
1672531203.226587,156,0080000000000014,0
1672531203.2396839,152,8874000000000080,0
1672531203.23973,376,FA,0
1672531203.239733,660,FFFF1DF500000B84,0
1672531203.246809,156,0080000000000014,0
1672531203.2468529,282,FE5300FEFE002403,0
1672531203.247061,6D0,0000000000000000,0
1672531203.2596679,152,8884000000000080,0
1672531203.266833,156,0080000000000014,0
1672531203.279635,152,8094000000000080,0
1672531203.286956,156,0080000000000014,0
1672531203.289304,376,FA,0
1672531203.29704,282,FE6300FEFE002403,0
1672531203.299483,152,80A4000000000080,0
1672531203.306842,156,0080000000000014,0
1672531203.3068879,3D1,FF1F0000FD000000,0
1672531203.3193529,152,88B4000000000080,0
1672531203.326815,156,0080000000000014,0
1672531203.339649,152,80C4000000000080,0
1672531203.339694,376,FA,0
1672531203.346613,156,0080000000000014,0
1672531203.34684,282,FE7300FEFE002403,0
1672531203.349511,378,E000000000000000,0
1672531203.359571,152,88D4000000000080,0
1672531203.366849,156,0080000000000014,0
1672531203.379425,152,88E4000000000080,0
1672531203.387141,156,0080000000000014,0
1672531203.389483,376,FA,0
1672531203.397033,282,FE8300FEFE002403,0
1672531203.399584,152,80F4000000000080,0
1672531203.406576,156,0080000000000014,0
1672531203.406888,3D1,FF1F0000FD000000,0
1672531203.419583,152,8004000000000080,0
1672531203.4268699,156,0080000000000014,0
1672531203.43935,152,8814000000000080,0
1672531203.439396,376,FA,0
1672531203.446882,156,0080000000000014,0
1672531203.4469259,282,FE9300FEFE002403,0
1672531203.447094,6D0,0000000000000000,0
1672531203.4595609,152,8824000000000080,0
1672531203.466616,156,0080000000000014,0
1672531203.479569,152,8034000000000080,0
1672531203.487195,156,0080000000000014,0
1672531203.489455,376,FA,0
1672531203.496887,282,FEA300FEFE002403,0
1672531203.499269,152,8844000000000080,0
1672531203.506896,156,0080000000000014,0
1672531203.506942,3D1,FF1F0000FD000000,0
1672531203.519564,152,8054000000000080,0
1672531203.526882,156,0080000000000014,0
1672531203.539551,152,8064000000000080,0
1672531203.539596,376,FA,0
1672531203.546893,156,0080000000000014,0
1672531203.546938,282,FEB300FEFE002403,0
1672531203.55956,152,8874000000000080,0
1672531203.56664,156,0080000000000014,0
1672531203.579529,152,8884000000000080,0
1672531203.587206,156,0080000000000014,0
1672531203.589566,374,4608000080000000,0
1672531203.58961,154,100000000000C0,0
1672531203.589726,375,1000000900000100,0
1672531203.589739,376,FA,0
1672531203.5968819,282,FEC300FEFE002403,0
1672531203.5993,152,919421000000008C,0
1672531203.606581,156,0080210000000114,0
1672531203.606836,3D1,FF1F0000FD000000,0
1672531203.60954,375,1000000900000180,0
1672531203.619534,152,91A424E11400008C,0
1672531203.619578,374,4608008000000000,0
1672531203.626611,156,0080240000000314,0
1672531203.629273,375,1000008900000180,0
1672531203.639528,152,99B424E11400008C,0
1672531203.639572,154,10000000000050,0
1672531203.639575,376,FA,0
1672531203.64691,156,0080240000000314,0
1672531203.646955,282,FED300FEFE002403,0
1672531203.647142,6D0,0000000000000000,0
1672531203.659264,152,91C424E11400008C,0
1672531203.6666,156,0080240000000314,0
1672531203.679225,152,91D425000000008C,0
1672531203.686913,156,008024877A300114,0
1672531203.689141,376,FA,0
1672531203.696826,282,FEE300FEFE002403,0
1672531203.699485,152,91E426000000008C,0
1672531203.70521,6CF,000F000000000000,0
1672531203.706941,156,0080250000000014,0
1672531203.706985,3D1,FF1F0000FD000000,0
1672531203.719248,152,91F400000000008C,0
1672531203.726571,156,0080000000000014,0
1672531203.739163,152,910400000000008C,0
1672531203.739284,376,FA,0
1672531203.739498,660,FFFF1DF500000B89,0
1672531203.746669,156,0080000000000014,0
1672531203.746891,282,FEF300FEFE002403,0
1672531203.7595189,152,991400000000008C,0
1672531203.766932,156,0080000000000014,0
1672531203.779227,152,992400000000008C,0
1672531203.787225,156,0080000000000014,0
1672531203.7894099,376,FA,0
1672531203.797116,282,FE0300FEFE002403,0
1672531203.7994819,152,913400000000008C,0
1672531203.806941,156,0080000000000014,0
1672531203.806986,3D1,FF1F0000FD000000,0
1672531203.816907,6D1,CCFB080000000000,0
1672531203.819478,152,994400000000008C,0
1672531203.826932,156,0080000000000014,0
1672531203.839249,152,915400000000008C,0
1672531203.839295,376,FA,0
1672531203.8467119,156,0080000000000014,0
1672531203.846833,282,FE1300FEFE002403,0
1672531203.8471599,6D0,0000000000000000,0
1672531203.8592439,152,916400000000008C,0
1672531203.866939,156,0080000000000014,0
1672531203.879241,152,997400000000008C,0
1672531203.88727,156,0080000000000014,0
1672531203.889385,376,FA,0
1672531203.8968139,282,FE2300FEFE002403,0
1672531203.899163,152,998400000000008C,0
1672531203.906663,156,0080000000000014,0
1672531203.906911,3D1,FF1F0000FD000000,0
1672531203.919455,152,919400000000008C,0
1672531203.926963,156,0080000000000014,0
1672531203.939242,152,91A400000000008C,0
1672531203.939289,376,FA,0
1672531203.946968,156,0080000000000014,0
1672531203.947013,282,FE3300FEFE002403,0
1672531203.959492,152,99B400000000008C,0
1672531203.966723,156,0080000000000014,0
1672531203.97948,152,91C400000000008C,0
1672531203.986989,156,0080000000000014,0
1672531203.989367,376,FA,0
1672531203.996921,282,FE4300FEFE002403,0
1672531203.99919,152,99D400000000008C,0
1672531204.006971,156,0080000000000014,0
1672531204.007016,3D1,FF1F0000FD000000,0
1672531204.01947,152,99E400000000008C,0
1672531204.026723,156,0080000000000014,0
1672531204.039497,152,91F400000000008C,0
1672531204.039542,376,FA,0
1672531204.046999,156,0080000000000014,0
1672531204.047045,282,FE5300FEFE002403,0
1672531204.0470939,6D0,0000000000000000,0
1672531204.059132,152,910400000000008C,0
1672531204.06665,156,0080000000000014,0
1672531204.079134,152,991400000000008C,0
1672531204.087163,156,0080000000000014,0
1672531204.089019,376,FA,0
1672531204.097128,282,FE6300FEFE002403,0
1672531204.0993779,152,992400000000008C,0
1672531204.10694,156,0080000000000014,0
1672531204.106955,3D1,FF1F0000FD000000,0
1672531204.119169,152,913400000000008C,0
1672531204.126681,156,0080000000000014,0
1672531204.1394389,152,994400000000008C,0
1672531204.1394749,376,FA,0
1672531204.147026,156,0080000000000014,0
1672531204.147062,282,FE7300FEFE002403,0
1672531204.159209,152,915400000000008C,0
1672531204.166976,156,0080000000000014,0
1672531204.179203,152,916400000000008C,0
1672531204.18708,156,0080000000000014,0
1672531204.189105,376,FA,0
1672531204.197226,282,FE8300FEFE002403,0
1672531204.199423,152,997400000000008C,0
1672531204.2068,156,0080000000000014,0
1672531204.206884,3D1,FF1F0000FD000000,0
1672531204.219172,152,998400000000008C,0
1672531204.227016,156,0080000000000014,0
1672531204.239432,152,919400000000008C,0
1672531204.2394779,376,FA,0
1672531204.239481,660,FFFF1DF500000B8E,0
1672531204.246779,156,0080000000000014,0
1672531204.246912,282,FE9300FEFE002403,0
1672531204.247232,6D0,0000000000000000,0
1672531204.259427,152,91A400000000008C,0
1672531204.266989,156,0080000000000014,0
1672531204.279171,152,99B400000000008C,0
1672531204.287317,156,0080000000000014,0
1672531204.289306,376,FA,0
1672531204.297195,282,FEA300FEFE002403,0
1672531204.299397,152,91C400000000008C,0
1672531204.306787,156,0080000000000014,0
